id,title,short_description,full_description,instructions,materials,duration_minutes,difficulty,age_groups,category,skills_developed,location,tags,premium,season
learn_new_014,Цифровая детоксикация,День без гаджетов,"Практика осознанного отношения к технологиям. Развивает способность к концентрации и присутствию в моменте.","С вечера выключите все гаджеты и уберите их в другую комнату | Поставьте обычный будильник вместо телефона | Утром начните день без проверки уведомлений | Займитесь офлайн-активностями: чтение, рисование, прогулка | Готовьте еду осознанно, без фонового контента | Общайтесь с близкими лично или по телефону | Ведите дневник ощущений в течение дня | Обратите внимание на позывы взять телефон | Вечером проанализируйте опыт и ощущения","Механический будильник,книги,блокнот и ручка,настольные игры,материалы для творчества,контакты близких",480,medium,18+,learn_new,"самоконтроль,осознанность,концентрация,присутствие в моменте,цифровая гигиена",any,"детокс,осознанность,концентрация,присутствие",false,any
cooking_001,Создание своего рецепта,Кулинарное творчество,"Развитие кулинарных навыков и креативности через экспериментирование. Подросток учится сочетать ингредиенты и создавать уникальные блюда.","Выберите базу: паста, рис, омлет или салат | Определите основной ингредиент: мясо, рыба, овощи | Поэкспериментируйте со специями: понюхайте и выберите 2-3 | Попробуйте необычные сочетания: сладкий + соленый | Готовьте маленькими порциями для пробы | Записывайте все пропорции и действия | Дегустируйте и корректируйте вкус | Попросите семью оценить результат | Запишите финальный рецепт в кулинарную книгу","Базовые продукты для выбранного типа блюда,разнообразные специи,кулинарная тетрадь,ручка,мерные стаканы,весы",75,medium,13-17,cooking,"кулинарные навыки,креативность,дегустаторские способности,экспериментирование,документирование",indoor,"кулинария,творчество,эксперимент,вкус",false,any
cooking_002,Приготовление нового блюда,Освоение новой кухни,"Изучение культурных традиций через кулинарию. Развивает культурную осведомленность и расширяет кулинарные горизонты.","Выберите страну, кухня которой вас интересует | Изучите историю и традиции этой кухни | Найдите аутентичный рецепт традиционного блюда | Составьте список необычных ингредиентов | Посетите специализированный магазин или отдел | Изучите правильные техники приготовления | Следуйте рецепту точно в первый раз | Сервируйте блюдо в традиционном стиле | Изучите этикет приема пищи в этой культуре","Ингредиенты согласно выбранному рецепту,специальная посуда если нужна,кулинарные книги или интернет,блокнот для заметок",120,medium,18+,cooking,"кулинарные техники,культурная осведомленность,следование инструкциям,расширение кругозора,внимание к деталям",indoor,"кулинария,культура,традиции,новый опыт",false,any
active_games_004,Полоса препятствий,Домашний спортивный курс,"Активная игра на развитие ловкости и координации. Ребёнок преодолевает самодельные препятствия, тренируя тело и получая заряд энергии.",Освободите пространство | Поставьте стулья — ползти под сиденьями | Постройте туннель из подушек | Начертите скотчем линию для балансирования | Положите подушки — прыгать с одной на другую | Установите время на курс | Усложняйте: добавьте задания между этапами | Попробуйте один этап с закрытыми глазами,"Стулья,подушки,одеяла,скотч,таймер",30,easy,6-8,active_games,"ловкость,координация,физическая сила,смелость",indoor,"спорт,ловкость,движение,препятствия",false,any
active_games_005,Танцевальный марафон,Танцуем под любимую музыку,"Весёлая физическая активность, развивающая координацию и чувство ритма. Танцы поднимают настроение и заряжают энергией.",Создайте плейлист из 8-10 любимых треков | Освободите место | Придумайте движение для каждой песни | Танцуйте без остановки | Устройте конкурс: кто придумает лучшее движение | Повторяйте движения друг за другом | Завершите медленным танцем | Проголосуйте за победителя,Колонка или телефон с музыкой,40,easy,6-8,active_games,"ритм,координация,настроение,выносливость",indoor,"танцы,музыка,движение,веселье",false,any
active_games_006,Йога для детей,Простые позы для гибкости,"Знакомство с йогой через образы животных. Развивает гибкость, концентрацию и умение расслабляться.","Расстелите коврик | Три глубоких вдоха | Поза кошки: четвереньки, прогните спину | Поза дерева: одна нога, руки вверх | Поза кобры: лягте, поднимите грудь | Поза ребёнка: потянитесь вперёд | Поза собаки: таз вверх | Лягте и не двигайтесь 2 минуты","Коврик или полотенце,спокойная музыка",25,easy,6-8,active_games,"гибкость,равновесие,концентрация,расслабление",indoor,"йога,здоровье,гибкость,спокойствие",false,any
active_games_007,Боулинг дома,Кегли из пластиковых бутылок,"Домашнее развлечение, развивающее точность и меткость. Бутылки превращают коридор в боулинг-дорожку.",Наполните 6-10 бутылок водой | Расставьте треугольником | Возьмите мяч | Отойдите на 3-4 метра | Катайте мяч по полу | Считайте очки | Устройте турнир на несколько раундов | Штраф за заступ за линию,"Пластиковые бутылки,небольшой мяч,вода,скотч",30,easy,6-8,active_games,"меткость,координация,счёт,соревновательный дух",indoor,"боулинг,меткость,игра,соревнование",false,any
active_games_008,Волейбол с шариком,Командная игра с воздушным шариком,Адаптация командной игры для дома. Воздушный шарик делает игру безопасной для любого возраста.,Надуйте воздушный шарик | Натяните верёвку между стульями | Разделитесь на команды | Шарик не должен упасть на вашу сторону | Бить кистью или локтем | Не более 3 касаний в команде | Победитель наберёт 10 очков | Поменяйтесь сторонами,"Воздушный шарик,верёвка,стулья",25,easy,6-8,active_games,"командная работа,ловкость,рефлексы,следование правилам",indoor,"командная игра,волейбол,ловкость,весело",false,any
cooking_003,Фруктовый смузи,Полезный напиток за 5 минут,Приготовление вкусного напитка. Ребёнок изучает свойства продуктов и составляет собственный рецепт.,Выберите 3-4 фрукта | Помойте и очистите | Нарежьте кусками | Положите в блендер | Добавьте молоко или йогурт | Взбейте до однородности | Добавьте мёд для сладости | Перелейте с трубочкой,"Блендер,фрукты и ягоды,молоко или йогурт,мёд,стакан",15,easy,9-12,cooking,"кулинарные навыки,здоровое питание,самостоятельность,творчество",indoor,"смузи,здоровье,кулинария,творчество",false,any
cooking_004,Домашняя пицца,Готовим пиццу с нуля,"Классическое блюдо, учащее терпению. Ребёнок проходит все этапы: от теста до готовой пиццы.","Замесите тесто: мука, вода, соль, дрожжи, масло | Дайте тесту подняться 30 минут | Раскатайте | Намажьте томатным соусом | Посыпьте сыром | Добавьте начинки | Запекайте 200 градусов 15 минут | Подавайте горячей","Мука,дрожжи,соль,масло,томатный соус,сыр,начинки,скалка,противень",90,medium,9-12,cooking,"кулинарные навыки,терпение,последовательность,творчество",indoor,"пицца,кулинария,выпечка,итальянская кухня",false,any
cooking_005,Украшение капкейков,Кондитерское искусство,Мелкая моторика и художественный вкус через украшение пирожных. Обычный капкейк превращается в произведение искусства.,Купите или испеките капкейки | Взбейте крем с красителями | Наполните кондитерский мешок | Отсадите розочки | Добавьте посыпку и украшения | Экспериментируйте с насадками | Устройте конкурс на лучший капкейк,"Капкейки,сливочный крем,красители,кондитерский мешок,посыпки",60,medium,9-12,cooking,"мелкая моторика,художественный вкус,терпение,аккуратность",indoor,"кондитерство,украшения,искусство,творчество",false,any
gifts_001,Открытка своими руками,Уникальная открытка для близких,Персонализированная открытка — отличный способ показать заботу. Развивает творческие навыки и умение выражать чувства.,Выберите повод | Сложите лист пополам | Нарисуйте рисунок на обложке | Вырежьте элементы из цветной бумаги | Наклейте | Напишите тёплые слова | Украсьте конверт | Добавьте засушенный цветок,"Плотная бумага,цветная бумага,ножницы,клей,цветные карандаши,наклейки",40,easy,6-8,gifts,"творчество,эмпатия,мелкая моторика,выражение чувств",indoor,"подарок,открытка,забота,творчество",false,any
gifts_002,Браслет из ниток,Фенечка для друга,Плетение браслетов развивает терпение и мелкую моторику. Готовый браслет — символ дружбы и заботы.,Отрежьте 4-5 нитей длиной 60 см | Завяжите узлом | Прикрепите скотчем | Плетите узлом вперёд | Чередуйте цвета | Продолжайте до нужной длины | Завяжите конец | Наденьте другу на руку,"Нитки мулине разных цветов,ножницы,скотч",45,medium,9-12,gifts,"мелкая моторика,терпение,дружба,рукоделие",indoor,"рукоделие,дружба,браслет,плетение",false,any
gifts_003,Фотоальбом воспоминаний,Коллаж из общих фотографий,Создание памятного подарка с общими воспоминаниями. Развивает навыки дизайна и учит ценить отношения.,Отберите 20-30 фотографий | Распечатайте | Купите альбом | Разложите по темам | Наклейте с украшениями | Добавьте подписи | Нарисуйте рамки | Напишите посвящение,"Фотографии,альбом,наклейки,маркеры,цветная бумага,клей",120,medium,13-17,gifts,"дизайн,организация,эмпатия,память",indoor,"фото,память,подарок,дружба",false,any
gifts_004,Мыло ручной работы,Красивое мыло в подарок,Создание красивого и полезного подарка. Ребёнок изучает свойства материалов и создаёт уникальный продукт.,Натрите мыльную основу и растопите на водяной бане | Добавьте эфирное масло | Окрасьте красителем | Добавьте сухие цветы | Вылейте в формочку | Дайте застыть 4 часа | Извлеките | Упакуйте красиво,"Мыльная основа,эфирные масла,красители,силиконовые формочки,сухие цветы,упаковка",60,medium,9-12,gifts,"творчество,внимание к деталям,терпение,забота",indoor,"мыло,рукоделие,подарок,ароматы",false,any
experiments_002,Радуга в стакане,Опыт с плотностью жидкостей,Визуальный эксперимент с жидкостями разной плотности. Физические законы создают красивую радугу прямо в стакане.,Возьмите 5 стаканов | Налейте сироп разной концентрации | Окрасьте каждый в цвет радуги | Вливайте ложкой в высокий стакан начиная с самого тяжёлого | Жидкости не смешиваются — получается радуга | Обсудите почему слои не смешиваются,"5 стаканов,высокий прозрачный стакан,сахарный сироп,пищевые красители,ложка",30,easy,6-8,experiments,"понимание плотности,наблюдательность,аккуратность,научное мышление",indoor,"наука,плотность,радуга,опыт",false,any
experiments_003,Музыкальные стаканы,Стаканы как музыкальный инструмент,Эксперимент с акустикой. Обычные стаканы с разным количеством воды издают разные ноты.,Возьмите 7-8 одинаковых стаканов | Налейте воду на разную высоту | Ударьте по каждому ложкой | Заметьте: больше воды — ниже звук | Подберите уровни для 7 нот | Сыграйте простую мелодию | Запишите ноты рисунком,"7-8 стеклянных стаканов,вода,деревянная ложка",35,medium,6-8,experiments,"понимание звука,музыкальный слух,наблюдательность,научное мышление",indoor,"звук,музыка,акустика,наука",false,any
experiments_004,Невидимые чернила,Тайные послания лимонным соком,Знакомство с химическими реакциями через тайные послания. Ребёнок изучает окисление на практике.,Выдавите лимонный сок | Обмакните ватную палочку | Напишите послание | Дайте высохнуть | Нагрейте над лампой со взрослым | Надпись станет видна | Обсудите: почему так происходит | Попробуйте апельсиновый сок,"Лимон,белая бумага,ватная палочка,лампа (телефон без смартфона — только со взрослым)",25,easy,9-12,experiments,"понимание химии,любознательность,аккуратность,научное мышление",indoor,"химия,тайна,наука,опыты",false,any
experiments_005,Мост из бумаги,Инженерный вызов из листа бумаги,Инженерный конкурс на прочность. Ребёнок строит мост из бумаги и испытывает его весом монет.,Дайте 5 листов бумаги и скотч | Задача: мост между двумя стопками книг | Должен выдержать максимальный вес | 15 минут на строительство | Кладите монеты по одной | Считайте монеты до разрушения | Обсудите что усилило конструкцию,"5 листов бумаги,скотч,две стопки книг,монеты",45,medium,9-12,experiments,"инженерное мышление,конструирование,анализ,решение задач",indoor,"инженерия,конструкция,физика,испытание",false,any
reading_stories_003,Придумай продолжение,Сочиняем финал истории,Развитие творческого мышления через продолжение знакомой истории. Ребёнок придумывает финал и сравнивает с оригиналом.,Прочитайте начало сказки | Остановитесь на кульминации | Спросите: что будет дальше? | Дайте подумать | Расскажите своё продолжение | Задайте вопросы | Запишите или нарисуйте финал | Прочитайте настоящий финал и сравните,"Книга или сказка,бумага и ручка,цветные карандаши",40,easy,6-8,reading_stories,"воображение,нарратив,развитие речи,критическое мышление",indoor,"сказка,история,воображение,речь",false,any
reading_stories_004,Семейный книжный клуб,Читаем и обсуждаем вместе,Традиция совместного чтения и обсуждения. Развивает критическое мышление и умение выражать мнение.,Выберите книгу для всех | Установите дедлайн | Каждый читает сам | В выходной обсудите вместе | Назовите любимый момент | Обсудите персонажей | Поспорьте о поступках героев | Выберите следующую книгу,"Книга,блокнот,чай для уюта",90,medium,9-12,reading_stories,"критическое мышление,умение слушать,выражение мнения,анализ",indoor,"чтение,обсуждение,семья,книги",false,any
reading_stories_005,История по картинкам,Сторителлинг по случайным картинкам,Развитие устной речи через визуальные стимулы. Ребёнок составляет историю по трём случайным картинкам.,Вырежьте 15 картинок из журналов | Перемешайте | Каждый берёт 3 случайные картинки | Придумать историю с тремя картинками | 3 минуты на подготовку | Рассказывайте по очереди | Следующий продолжает своими картинками | Оцените самую смешную историю,"Старые журналы,ножницы",35,easy,6-8,reading_stories,"устная речь,воображение,нарратив,творческое мышление",indoor,"история,речь,воображение,игра",false,any
learn_new_015,Звёздное небо,Изучаем созвездия,Астрономия для начинающих. Ребёнок изучает основные созвездия и их мифологические истории.,Скачайте приложение Star Walk или Sky Map | Найдите Большую Медведицу | Найдите Полярную звезду | Изучите 3-4 созвездия с историями | Нарисуйте карту неба | Выйдите вечером и найдите изученные созвездия | Запишите наблюдения,"Смартфон с приложением для звёзд,блокнот",60,medium,9-12,learn_new,"астрономия,внимательность,научное мышление,мифология",outdoor,"звёзды,астрономия,наука,природа",false,any
learn_new_016,Личный бюджет,Финансовая грамотность на практике,Финансовая грамотность для подростков. Учёт доходов и расходов и постановка финансовых целей.,Запишите все доходы | Разделите расходы по категориям | Ведите дневник расходов неделю | Проанализируйте куда ушло больше всего | Определите финансовую цель | Рассчитайте сколько откладывать | Правило: 10% от любого дохода в копилку,"Блокнот,ручка,калькулятор,копилка",30,easy,13-17,learn_new,"финансовая грамотность,планирование,самодисциплина,целеполагание",indoor,"деньги,бюджет,планирование,цели",false,any
learn_new_017,30 слов на новом языке,Изучение иностранных слов за день,Знакомство с иностранным языком через тематические карточки. Ребёнок учит 30 полезных слов с произношением.,"Выберите язык | Определите тему: еда или приветствия | Напишите 30 слов с переводом на карточках | Учите по 10 слов блоками | Проверяйте себя без карточек | Играйте: один показывает карточку, другой переводит | Используйте слова в течение дня","Карточки или стикеры,ручка,онлайн-словарь",60,easy,9-12,learn_new,"языковые способности,память,концентрация,культурная осведомлённость",indoor,"языки,память,культура,обучение",false,any
creativity_022,Рисование мандалы,Медитативное рисование симметричных узоров,Симметричные узоры развивают концентрацию. Создание мандалы успокаивает и вводит в состояние потока.,Нарисуйте круг с помощью циркуля | Разделите на 8 секторов | Рисуйте узоры от центра | Добавляйте слои симметричных лепестков | Каждый слой повторяет предыдущий | Обведите фломастером | Раскрасьте чередующимися цветами,"Бумага,циркуль,линейка,карандаш,чёрный фломастер,цветные карандаши",60,medium,13-17,creativity,"концентрация,симметрия,терпение,медитативность",indoor,"мандала,узор,медитация,рисование",false,any
creativity_023,Лепка из солёного теста,Фигурки из домашнего теста,Объёмные скульптуры из доступного материала. Фигурки запекаются и раскрашиваются — долговечная поделка.,"Смешайте 2 стакана муки, 1 стакан соли, 3/4 стакана воды | Вымесите однородно | Лепите фигурки | Хорошо надавливайте детали | Запекайте 150 градусов 1 час на сантиметр толщины | Остудите и раскрасьте акриловыми красками | Покройте лаком","Мука,соль,вода,духовка,акриловые краски,кисти,лак",120,easy,6-8,creativity,"мелкая моторика,пространственное мышление,терпение,художественный вкус",indoor,"лепка,тесто,скульптура,поделки",false,any
